year,quarter,gdpr,jpc,ruc,ehhc,rmff
2024,1,0,0,0,0,0
2024,2,0,0,0,0,0
2024,3,0,0,0,0,0
2024,4,0,0,0,0,0
2025,1,0,0,0,0,0
2025,2,-0.05205241370233038,0.2066017803808773,0.013385991361190008,-0.014177235698287216,0.12081895368902007
2025,3,-0.0587233114132224,0.2191252371160024,0.03311760737528058,-0.023270292753874156,0.19255620754887026
2025,4,-0.061838842344108524,0.21503357723862138,0.04114320449914022,-0.03437391309980553,0.19382370035540974
2026,1,-0.06984959110268862,0.20727936005322523,0.05107550235143954,-0.041219577609596936,0.17867446954653987
2026,2,-0.07337859277097847,0.201725606032932,0.054952147945579455,-0.048002613823183715,0.03388106702804006
2026,3,-0.04643449305290481,0.19659921795778246,0.043163935630969874,-0.049791439279955885,-0.014033355850259888
2026,4,-0.025986372131092672,0.19129648123352716,0.03520728550151997,-0.03883943635764053,-0.024946681853089903
2027,1,-0.010025282469450225,0.18708760550774084,0.02490121393208966,-0.024043902374903947,-0.019910263328200006
2027,2,0.003014823889091467,0.18321925556847862,0.013921948744609836,-0.008148924733697438,-0.010459509519329835
2027,3,0.012013608040417623,0.18028824395153187,0.0033528696850799733,0.006597825710419336,5.292193167396597e-4
2027,4,0.01676073664882427,0.17865444660307706,-0.005377542255780021,0.018850075025356183,0.011802081725819757
2028,1,0.017340692494394183,0.17842314565190698,-0.011468581783329768,0.027624811683790718,0.021560460423539762
2028,2,0.015421455325204114,0.1788992053888494,-0.014884772531590151,0.0327345459417927,0.029210727615929688
2028,3,0.011363415436416169,0.1826698551374628,-0.01571866097348984,0.03439199072570176,0.03576607810420995
2028,4,0.0066957927758348745,0.1871157945468216,-0.014485328500959405,0.03328351488922632,0.04068420357392988
2029,1,0.002110668996757603,0.19210224102910178,-0.011892064401360258,0.030195162127877317,0.0434712836485498
2029,2,-0.0021911540008301422,0.19707447357564245,-0.008444869971940605,0.0258720142861657,0.044479646567109565
2029,3,-0.005629103776061406,0.20203879537645797,-0.004706985245589657,0.021020461268150825,0.042609717032299876
2029,4,-0.00800284178883448,0.20674566131080319,-0.0011974932700899998,0.01618123143514172,0.03946960587953985
2030,1,-0.00918618823317896,0.21110783920739173,0.0018214070720103948,0.011874288669799782,0.0357300187537799
2030,2,-0.00928238022002148,0.2153901168741701,0.0041254769489302845,0.008418611088911732,0.03229333123190958
2030,3,-0.008004862445265548,0.219552876748752,0.005616916723620413,0.0060733798957324225,0.029508796385209646
2030,4,-0.007550275643486426,0.2235855419295163,0.006652033996919826,0.004362017669090612,0.02733094156239968
2031,1,-0.006568956576824547,0.22738231714731771,0.007099068077200066,0.0034298131036614166,0.025858424387009915
2031,2,-0.004835223120214227,0.23106884803278938,0.0069057276257300515,0.0033728677501398963,0.025047077958619823
2031,3,-0.003282726116249357,0.23468717649595128,0.006252136915420259,0.0040003154370804594,0.024831468582869665
2031,4,-0.0019524689238381576,0.2382578138073077,0.005303174089979379,0.005067685321691329,0.02508564150388981
2032,1,-9.35525753020805e-4,0.2418323345440898,0.004211954722300071,0.006364823949356335,0.025738530382989566
2032,2,-1.1129995417524796e-4,0.24540676386102245,0.0030616189913397207,0.007768682132525129,0.026631337272149835
2032,3,5.750022692652124e-4,0.24903902076796047,0.0018943618350997227,0.009220588664970997,0.02769428084049963
2032,4,0.001074973968751003,0.25273663830185367,7.422913879207016e-4,0.010666404959103204,0.028882024956949692
2033,1,0.0013334399207254322,0.25653308770503536,-3.518105506099545e-4,0.012047717004670666,0.030144339681970056
2033,2,0.0014163602026329158,0.2603409279206881,-0.0013711792177995008,0.013337018162240533,0.03141221448990983
2033,3,0.0013507681946967054,0.2642265998185733,-0.0023114558067005575,0.014530722182093392,0.032617983521059823
2033,4,0.0010799825273855035,0.26816630875108327,-0.003161321991759891,0.015606470744544687,0.03373983397774971
2034,1,5.61669458964964e-4,0.2721802661509676,-0.003898271189969549,0.016528298148510423,0.03473209666822008
2034,2,-6.054541604738617e-5,0.27622710536399087,-0.004537247779909492,0.017308932990411918,0.03563360812815031
2034,3,-7.112358042515865e-4,0.28034902510973847,-0.005106014098299916,0.017999269921276095,0.03646917930546012
2034,4,-0.0014422229844379686,0.2845177382891695,-0.005623861746560266,0.018623454700383846,0.03726025827252988
2035,1,-0.0023185504811285007,0.2886970582568038,-0.006083352279840248,0.01917260397596987,0.037962406702710005
2035,2,-0.003277069217866302,0.2930059625874115,-0.006493048101309462,0.019651464666070595,0.038652376762680074
2035,3,-0.004324433740365841,0.2974130177311851,-0.00685440170919005,0.020071745539129715,0.039337114466450274
2035,4,-0.0054591947651005945,0.30188172568754723,-0.007175054510709877,0.020437069904377658,0.039995559021429816
